"","Verse.ID","Book.Name","Book.Number","Chapter","Verse","Text"
"3565",3565,"Leviticus",3,26,40,"Then they shall confesse their iniquitie, & the wickednes of their fathers for their trespasse, which they haue trespassed against mee, and also because they haue walked stubburnly against me."
"3566",3566,"Leviticus",3,26,41,"Therefore I wil walke stubburnly against them, and bring them into the land of their enemies: so then their vncircumcised hearts shalbe humbled, and then they shalt willingly beare the punishment of their iniquitie."
"3567",3567,"Leviticus",3,26,42,"Then I will remember my couenant with Iaakob, and my couenant also with Izhak, and also my couenant with Abraham will I remember, and will remember the land."
"3568",3568,"Leviticus",3,26,43,"The land also in the meane season shalbe left of them, & shall enioye her Sabbaths while she lieth waste without them, but they shall willingly suffer the punishment of their iniquitie, because they despised my lawes, and because their soule abhorred mine ordinances."
"3569",3569,"Leviticus",3,26,44,"Yet notwithstanding this, when they shalbe in the lande of their enemies, I wil not cast them away, neither will I abhorre them, to destroy them vtterly, nor to breake my couenant with them: for I am the Lord their God:"
"3570",3570,"Leviticus",3,26,45,"But I will remember for them the couenant of olde when I brought them out of ye land of Egypt in the sight of the heathen that I might be their God: I am the Lorde."
"3571",3571,"Leviticus",3,26,46,"These are the ordinances, and the iudgements, and the lawes, which the Lorde made betweene him, and the children of Israel in mount Sinai, by the hand of Moses."
"3572",3572,"Leviticus",3,27,1,"Moreouer the Lord spake vnto Moses, saying,"
"3573",3573,"Leviticus",3,27,2,"Speake vnto the children of Israel, and say vnto them, If any man shall make a vowe of a person vnto the Lord, by thy estimation,"
"3574",3574,"Leviticus",3,27,3,"Then thy estimation shall bee thus: a male from twentie yeere olde vnto sixty yeere olde shalbe by thy estimation euen fifty shekels of siluer, after the shekel of the Sanctuarie."
"3575",3575,"Leviticus",3,27,4,"But if it be a female, then thy valuation shal be thirtie shekels."
"3576",3576,"Leviticus",3,27,5,"And from fiue yere old to twentie yere olde thy valuation shall be for the male twentie shekels, and for the female ten shekels."
"3577",3577,"Leviticus",3,27,6,"But fro a moneth old vnto fiue yere old, thy price of the male shall bee fiue shekels of siluer, and thy price of the female, three shekels of siluer."
"3578",3578,"Leviticus",3,27,7,"And from sixty yeere olde and aboue, if he be a male, then thy price shalbe fifteene shekels, and for the female ten shekels."
"3579",3579,"Leviticus",3,27,8,"But if he be poorer then thou hast esteemed him, then shall hee present himselfe before the Priest, & the Priest shal value him, according to the abilitie of him that vowed, so shall the Priest value him."
"3580",3580,"Leviticus",3,27,9,"And if it be a beast, whereof men bring an offering vnto the Lorde, all that one giueth of such vnto the Lorde, shalbe holy."
"3581",3581,"Leviticus",3,27,10,"He shall not alter it nor change it, a good for a badde, nor a badde for a good: and if hee change beast for beast, then both this and that, which was changed for it, shall be holy."
"3582",3582,"Leviticus",3,27,11,"And if it be any vncleane beast, of which men do not offer a sacrifice vnto the Lorde, hee shall then present the beast before the Priest."
"3583",3583,"Leviticus",3,27,12,"And the Priest shall value it, whether it be good or bad: and as thou valuest it, which art the Priest, so shall it bee."
"3584",3584,"Leviticus",3,27,13,"But if he will bye it againe, then hee shall giue the fift part of it more, aboue thy valuation."
"3585",3585,"Leviticus",3,27,14,"Also whe a man shall dedicate his house to be holy vnto the Lorde, then the Priest shall value it, whether it be good or bad, and as ye Priest shall prise it, so shall the value be."
"3586",3586,"Leviticus",3,27,15,"But if he that sanctified it, will redeeme his house, then hee shall giue thereto the fift part of money more then thy estimation, & it shalbe his."
"3587",3587,"Leviticus",3,27,16,"If also a man dedicate to the Lorde any grounde of his inheritance, then shalt thou esteeme it according to the seede therof: an Homer of barlie seede shalbe at fiftie shekels of siluer."
"3588",3588,"Leviticus",3,27,17,"If he dedicate his field immediately from the yeere of Iubile, it shall bee worth as thou doest esteeme it."
"3589",3589,"Leviticus",3,27,18,"But if hee dedicate his fielde after the Iubile, then the Priest shall recken him the money according to ye yeeres that remaine vnto the yere of Iubile, and it shalbe abated by thy estimation."
"3590",3590,"Leviticus",3,27,19,"And if he that dedicateth it, will redeeme the fielde, then he shall put the fift parte of the price, that thou esteemedst it at, thereunto, and it shall remaine his."
"3591",3591,"Leviticus",3,27,20,"And if he will not redeeme the fielde, but the Priest sell the fielde to another man, it shalbe redeemed no more."
"3592",3592,"Leviticus",3,27,21,"But the field shalbe holy to the Lord, whe it goeth out in the Iubile, as a fielde separate from common vses: the possession thereof shall be the Priests."
"3593",3593,"Leviticus",3,27,22,"If a man also dedicate vnto ye Lord a fielde which he hath bought, which is not of the groud of his inheritance,"
"3594",3594,"Leviticus",3,27,23,"Then the Priest shall set the price to him, as thou esteemest it, vnto the yeere of Iubile, & he shall giue thy price the same day, as a thing holy vnto the Lord."
"3595",3595,"Leviticus",3,27,24,"But in the yeere of Iubile, the fielde shall returne vnto him, of whome it was bought: to him, I say, whose inheritance the land was."
"3596",3596,"Leviticus",3,27,25,"And all thy valuation shall bee according to the shekel of the Sanctuarie: a shekel conteyneth twenty gerahs."
"3597",3597,"Leviticus",3,27,26,"Notwithstanding the first borne of the beastes, because it is the Lordes first borne, none shall dedicate such, be it bullocke, or sheepe; for it is the Lords."
"3598",3598,"Leviticus",3,27,27,"But if it be an vncleane beast, then he shall redeeme it by thy valuation, and giue the fift part more thereto: & if it be not redeemed, then it shalbe solde, according to thy estimation."
"3599",3599,"Leviticus",3,27,28,"Notwithstanding, nothing separate from the common vse that a man doeth separate vnto the Lord of all that he hath (whether it bee man or beast, or lande of his inheritance) may be solde nor redeemed: for euery thing separate from the common vse is most holy vnto the Lorde."
"3600",3600,"Leviticus",3,27,29,"Nothing separate from the common vse, which shall be separate from man, shalbe redeemed, but dye the death."
"3601",3601,"Leviticus",3,27,30,"Also all the tithe of the lande both of the seede of the ground, and of the fruite of the trees is the Lords: it is holy to the Lorde."
"3602",3602,"Leviticus",3,27,31,"But if a man will redeeme any of his tithe, he shal adde the fift part thereto."
"3603",3603,"Leviticus",3,27,32,"And euery tithe of bullock, and of sheepe, and of all that goeth vnder the rod, the tenth shalbe holy vnto the Lord."
"3604",3604,"Leviticus",3,27,33,"He shal not looke if it be good or bad, neither shall he change it: els if he change it, both it, and that it was changed withall, shalbe holy, and it shall not be redeemed."
"3605",3605,"Leviticus",3,27,34,"These are the commaundements which the Lord commaunded by Moses vnto the children of Israel in mount Sinai."
"3606",3606,"Numbers",4,1,1,"The Lorde spake againe vnto Moses in the wildernesse of Sinai, in the Tabernacle of the Congregation, in the first day of the second moneth, in the second yere after they were come out of the land of Egypt, saying,"
"3607",3607,"Numbers",4,1,2,"Take ye the summe of all the Congregation of the children of Israel, after their families, and housholdes of their fathers with the nomber of their names: to wit, all the males, man by man:"
"3608",3608,"Numbers",4,1,3,"From twentie yere olde and aboue, all that go forth to the warre in Israel, thou and Aaron shall number them, throughout their armies."
"3609",3609,"Numbers",4,1,4,"And with you shalbe men of euery tribe, such as are the heads of the house of their fathers."
"3610",3610,"Numbers",4,1,5,"And these are the names of the men that shall stand with you, of the tribe of Reuben, Elizur, the sonne of Shedeur:"
"3611",3611,"Numbers",4,1,6,"Of Simeon, Shelumiel the sonne of Zurishaddai:"
"3612",3612,"Numbers",4,1,7,"Of Iudah, Nahshon the sonne of Amminadab:"
"3613",3613,"Numbers",4,1,8,"Of Issachar, Nethaneel, the sonne of Zuar:"
"3614",3614,"Numbers",4,1,9,"Of Zebulun, Eliab, the sonne of Helon:"
"3615",3615,"Numbers",4,1,10,"Of the children of Ioseph: of Ephraim, Elishama the sonne of Ammihud: of Manasseh, Gamliel, the sonne of Pedahzur:"
"3616",3616,"Numbers",4,1,11,"Of Beiamin, Abida the sonne of Gideoni:"
"3617",3617,"Numbers",4,1,12,"Of Dan, Ahiezer, the sonne of Ammishaddai:"
"3618",3618,"Numbers",4,1,13,"Of Asher, Pagiel, the sonne of Ocran:"
"3619",3619,"Numbers",4,1,14,"Of Gad, Eliasaph, the sonne of Deuel:"
"3620",3620,"Numbers",4,1,15,"Of Naphtali, Ahira the sonne of Enan."
"3621",3621,"Numbers",4,1,16,"These were famous in the Congregation, princes of the tribes of their fathers, and heads ouer thousands in Israel."
"3622",3622,"Numbers",4,1,17,"The Moses and Aaron tooke these men which are expressed by their names."
"3623",3623,"Numbers",4,1,18,"And they called all the Congregation together, in the first day of the second moneth, who declared their kindreds by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yere olde and aboue, man by man."
"3624",3624,"Numbers",4,1,19,"As the Lord had commanded Moses, so he nombred them in the wildernesse of Sinai."
"3625",3625,"Numbers",4,1,20,"So were the sonnes of Reuben Israels eldest sonne by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, man by man euery male from twentie yere olde and aboue, as many as went forth to warre:"
"3626",3626,"Numbers",4,1,21,"The nomber of them, I say, of the tribe of Reuben, was sixe and fourtie thousande, and fiue hundreth."
"3627",3627,"Numbers",4,1,22,"Of the sonnes of Simeon by their generatios, by their families, and by the houses of their fathers, the summe therof by the nomber of their names, man by man, euery male fro twentie yeere olde and aboue, all that went forth to warre:"
"3628",3628,"Numbers",4,1,23,"The summe of them, I say, of the tribe of Simeon was nine and fiftie thousande, and three hundreth."
"3629",3629,"Numbers",4,1,24,"Of the sonnes of Gad by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yere olde and aboue, all that went forth to warre:"
"3630",3630,"Numbers",4,1,25,"The number of them, I say, of the tribe of Gad was fiue and fourtie thousand, and six hundreth and fiftie."
"3631",3631,"Numbers",4,1,26,"Of the sonnes of Iudah by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yere olde and aboue, all that went forth to warre:"
"3632",3632,"Numbers",4,1,27,"The nomber of them, I say, of the tribe of Iudah was three score and fourteene thousande, and sixe hundreth."
"3633",3633,"Numbers",4,1,28,"Of the sonnes of Issachar by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went forth to warre:"
"3634",3634,"Numbers",4,1,29,"The nomber of them also of the tribe of Issachar was foure and fiftie thousande and foure hundreth."
"3635",3635,"Numbers",4,1,30,"Of the sonnes of Zebulun by their generations, by their families, and by the houses of their fathers, according to the number of their names, from twentie yeere olde and aboue, all that went foorth to warre:"
"3636",3636,"Numbers",4,1,31,"The nomber of them also of the tribe of Zebulun was seuen and fiftie thousand and foure hundreth."
"3637",3637,"Numbers",4,1,32,"Of the sonnes of Ioseph, namely of the sonnes of Ephraim by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:"
"3638",3638,"Numbers",4,1,33,"The nomber of them also of the tribe of Ephraim was fourtie thousande & fiue hundreth."
"3639",3639,"Numbers",4,1,34,"Of the sonnes of Manasseh by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:"
"3640",3640,"Numbers",4,1,35,"The nober of the also of ye tribe of Manasseh was two & thirtie thousand & two hundreth."
"3641",3641,"Numbers",4,1,36,"Of the sonnes of Beniamin by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:"
"3642",3642,"Numbers",4,1,37,"The nomber of them also of the tribe of Beniamin was fiue and thirtie thousande and foure hundreth."
"3643",3643,"Numbers",4,1,38,"Of the sonnes of Dan by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:"
"3644",3644,"Numbers",4,1,39,"The nomber of the also of ye tribe of Dan was three score & two thousand & seue hudreth."
"3645",3645,"Numbers",4,1,40,"Of the sonnes of Asher by their generations, by their families, and by the houses of their fathers, according to the number of their names, from twentie yeere olde and aboue, all that went foorth to warre:"
"3646",3646,"Numbers",4,1,41,"The nomber of them also of ye tribe of Asher was one & fourtie thousand & fiue hudreth."
"3647",3647,"Numbers",4,1,42,"Of the children of Naphtali, by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went to the warre:"
"3648",3648,"Numbers",4,1,43,"The nomber of them also of the tribe of Naphtali, was three and fiftie thousand, & foure hundreth."
"3649",3649,"Numbers",4,1,44,"These are the summes which Moses, and Aaron nombred, and the Princes of Israel, the twelue men, which were euery one for the house of their fathers."
"3650",3650,"Numbers",4,1,45,"So this was all the summe of the sonnes of Israel, by the houses of their fathers, from twenty yeere olde and aboue, all that went to the warre in Israel,"
"3651",3651,"Numbers",4,1,46,"And all they were in nomber sixe hudreth and three thousande, fiue hundreth and fiftie."
"3652",3652,"Numbers",4,1,47,"But the Leuites, after the tribes of their fathers were not nombred among them."
"3653",3653,"Numbers",4,1,48,"For the Lord had spoken vnto Moses, and said,"
"3654",3654,"Numbers",4,1,49,"Onely thou shalt not number the tribe of Leui, neither take the summe of them among the children of Israel:"
"3655",3655,"Numbers",4,1,50,"But thou shalt appoynt the Leuites ouer the Tabernacle of the Testimonie, & ouer all the instruments thereof, and ouer all things that belong to it: they shall beare the Tabernacle, and all the instruments thereof, & shall minister in it, and shall dwell round about the Tabernacle."
"3656",3656,"Numbers",4,1,51,"And when the Tabernacle goeth forth, the Leuites shall take it downe: and when the Tabernacle is to be pitched, ye Leuites shall set it vp: for the stranger that commeth nere, shalbe slaine."
"3657",3657,"Numbers",4,1,52,"Also the children of Israel shal pitch their tentes, euery man in his campe, and euery man vnder his standerd throughout their armies."
"3658",3658,"Numbers",4,1,53,"But the Leuites shall pitch rounde about the Tabernacle of the Testimonie, least vengeance come vpon the Congregation of the children of Israel, and the Leuites shall take the charge of the Tabernacle of the Testimonie."
"3659",3659,"Numbers",4,1,54,"So the children of Israel did according to all that ye Lord had comanded Moses: so did they."
"3660",3660,"Numbers",4,2,1,"And the Lorde spake vnto Moses, and to Aaron, saying,"
"3661",3661,"Numbers",4,2,2,"Euery man of the children of Israel shall campe by his standerd, and vnder the ensigne of their fathers house: farre off about the Tabernacle of the Congregation shall they pitch."
"3662",3662,"Numbers",4,2,3,"On the East side towarde the rising of the sunne, shall they of the standerd of the hoste of Iudah pitch according to their armies: and Nahshon the sonne of Amminadab shalbe captaine of the sonnes of Iudah."
"3663",3663,"Numbers",4,2,4,"And his hoste and the nomber of the were seuentie and foure thousande and sixe hundreth."
"3664",3664,"Numbers",4,2,5,"Next vnto him shall they of the tribe of Issachar pitch, and Nethaneel the sonne of Zuar shalbe the captaine of the sonnes of Issachar:"
"3665",3665,"Numbers",4,2,6,"And his hoste, & the nomber thereof were foure and fiftie thousand, and foure hundreth."
"3666",3666,"Numbers",4,2,7,"Then the tribe of Zebulun, and Eliab the sonne of Helon, captaine ouer the sonnes of Zebulun:"
"3667",3667,"Numbers",4,2,8,"And his hoste, and the nomber thereof seuen and fiftie thousand and foure hundreth:"
"3668",3668,"Numbers",4,2,9,"The whole nomber of the hoste of Iudah are an hundreth fourescore and sixe thousande, and foure hundreth according to their armies: they shall first set foorth."
"3669",3669,"Numbers",4,2,10,"On the South side shalbe ye standerd of the host of Reuben according to their armies, & the captaine ouer the sonnes of Reuben shalbe Elizur the sonne of Shedeur."
"3670",3670,"Numbers",4,2,11,"And his host, and the nomber thereof sixe and fourty thousand and fiue hundreth."
"3671",3671,"Numbers",4,2,12,"And by him shal the tribe of Simeon pitch, and the captaiue ouer the sonnes of Simeon shall be Shelumiel the sonne of Zurishaddai:"
"3672",3672,"Numbers",4,2,13,"And his hoste, and the nomber of them, nine and fiftie thousand and three hundreth."
"3673",3673,"Numbers",4,2,14,"And the tribe of Gad, and the captaine ouer the sonnes of Gad shall be Eliasaph the sonne of Deuel:"
"3674",3674,"Numbers",4,2,15,"And his host and the nomber of the were fiue and fourtye thousande, sixe hundreth and fiftie."
"3675",3675,"Numbers",4,2,16,"All the nomber of the campe of Reuben were an hundreth and one and fiftie thousande, and foure hundreth and fiftie according to their armies, and they shall set foorth in the seconde place."
"3676",3676,"Numbers",4,2,17,"Then the Tabernacle of the Congregation shall goe with the host of the Leuites, in the mids of the campe as they haue pitched, so shall they goe forwarde, euery man in his order according to their standerds."
"3677",3677,"Numbers",4,2,18,"The standerd of the campe of Ephraim shalbe toward the west according to their armies: and ye captaine ouer the sonnes of Ephraim shall be Elishama the sonne of Ammihud:"
"3678",3678,"Numbers",4,2,19,"And his host and the nomber of the were fortie thousand and fiue hundreth."
"3679",3679,"Numbers",4,2,20,"And by him shalbe the tribe of Manasseh, and the captaine ouer the sonnes of Manasseh shalbe Gamliel the sonne of Pedahzur:"
"3680",3680,"Numbers",4,2,21,"And his hoste and the nomber of them were two and thirtie thousand and two hundreth."
"3681",3681,"Numbers",4,2,22,"And the tribe of Beniamin, and ye captaine ouer the sonnes of Beniamin shalbe Abidan the sonne of Gideoni:"
"3682",3682,"Numbers",4,2,23,"And his host, and the nomber of the were fiue and thirtie thousand and foure hundreth."
"3683",3683,"Numbers",4,2,24,"All the nomber of the campe of Ephraim were an hundreth and eight thousande and one hundreth according to their armies, and they shal go in the third place."
"3684",3684,"Numbers",4,2,25,"The standerd of the host of Dan shalbe toward the North according to their armies: and the captaine ouer the children of Dan shall be Ahiezer the sonne of Ammishaddai:"
"3685",3685,"Numbers",4,2,26,"And his host & the number of them were two and threescore thousand and seue hundreth."
"3686",3686,"Numbers",4,2,27,"And by him shal the tribe of Asher pitch, and the captaine ouer the sonnes of Asher shalbe Pagiel the sonne of Ocran."
"3687",3687,"Numbers",4,2,28,"And his host and the nomber of them were one and fourtie thousand and fiue hundreth."
"3688",3688,"Numbers",4,2,29,"Then the tribe of Naphtali, and the captaine ouer the children of Naphtali shall be Ahira the sonne of Enan:"
"3689",3689,"Numbers",4,2,30,"And his host and the nomber of them were three and fiftie thousand and foure hundreth."
"3690",3690,"Numbers",4,2,31,"All the nomber of the host of Dan was an hundreth and seuen and fiftie thousand and sixe hundreth: they shall goe hinmost with their standerdes."
"3691",3691,"Numbers",4,2,32,"These are the summes of the childre of Israel by ye houses of their fathers, all the nomber of ye host, according to their armies, six hundreth and three thousand, fiue hundreth and fiftie."
"3692",3692,"Numbers",4,2,33,"But the Leuites were not nombred among the children of Israel, as the Lord had commanded Moses."
"3693",3693,"Numbers",4,2,34,"And the children of Israel did according to all that the Lord had commanded Moses: so they pitched according to their standards, and so they iourneyed euery one with his families, according to the houses of their fathers."
"3694",3694,"Numbers",4,3,1,"These also were the generations of Aaron & Moses, in the day that the Lorde spake with Moses in mount Sinai."
"3695",3695,"Numbers",4,3,2,"So these are the names of the sonnes of Aaron, Nadab the first borne, and Abihu, Eleazar, and Ithamar."
"3696",3696,"Numbers",4,3,3,"These are the names of the sonnes of Aaron the anoynted Priests, whom Moses did consecrate to minister in the Priests office."
"3697",3697,"Numbers",4,3,4,"And Nadab and Abihu died before the Lord, when they offred strange fire before the Lord in the wildernesse of Sinai, and had no children: but Eleazar and Ithamar serued in ye Priestes office in the sight of Aaron their father."
"3698",3698,"Numbers",4,3,5,"Then the Lord spake vnto Moses, saying,"
"3699",3699,"Numbers",4,3,6,"Bring the tribe of Leui, and set the before Aaron the Priest that they may serue him,"
"3700",3700,"Numbers",4,3,7,"And take the charge with him, euen the charge of the whole Congregation before the Tabernacle of the Congregation to doe the seruice of the Tabernacle."
"3701",3701,"Numbers",4,3,8,"They shall also keepe all the instrumentes of the Tabernacle of the Congregation, and haue the charge of the children of Israel to doe the seruice of the Tabernacle."
"3702",3702,"Numbers",4,3,9,"And thou shalt giue the Leuites vnto Aaron and to his sonnes: for they are giuen him freely from among the children of Israel."
"3703",3703,"Numbers",4,3,10,"And thou shalt appoint Aaron & his sonnes to execute their Priestes office: and the stranger that commeth neere, shalbe slayne."
"3704",3704,"Numbers",4,3,11,"Also the Lord spake vnto Moses, saying,"
"3705",3705,"Numbers",4,3,12,"Beholde, I haue euen taken the Leuites fro among the childre of Israel: for al the first borne that openeth the matrice among the children of Israel, and the Leuites shalbe mine,"
"3706",3706,"Numbers",4,3,13,"Because all the first borne are mine: for the same day, that I smote all the first borne in the land of Egypt, I sanctified vnto me all the first borne in Israel, both man and beast: mine they shalbe: I am the Lord."
"3707",3707,"Numbers",4,3,14,"Moreouer, the Lord spake vnto Moses in the wildernesse of Sinai, saying,"
"3708",3708,"Numbers",4,3,15,"Nomber the children of Leui after the houses of their fathers, in their families: euery male from a moneth olde and aboue shalt thou nomber."
"3709",3709,"Numbers",4,3,16,"Then Moses nombred them according to the word of the Lord, as he was commanded."
"3710",3710,"Numbers",4,3,17,"And these are the sonnes of Leui by their names, Gershon, and Kohath, and Merari."
"3711",3711,"Numbers",4,3,18,"Also these are the names of the sonnes of Gershon by their families: Libni and Shimei."
"3712",3712,"Numbers",4,3,19,"The sonnes also of Kohath by their families: Amram, and Izehar, Hebron, and Vzziel."
"3713",3713,"Numbers",4,3,20,"And the sonnes of Merari by their families: Mahli and Mushi. These are the families of Leui, according to the houses of their fathers."
"3714",3714,"Numbers",4,3,21,"Of Gershon came the familie of the Libnites, and the familie of the Shimeites: these are the families of the Gershonites."
"3715",3715,"Numbers",4,3,22,"The summe whereof ( after the nomber of all the males from a moneth olde and aboue) was counted seuen thousand and fiue hundreth."
"3716",3716,"Numbers",4,3,23,"The families of the Gershonites shall pitch behind the Tabernacle westward."
"3717",3717,"Numbers",4,3,24,"The captaine and auncient of the house of the Gershonites shalbe Eliasaph the sonne of Lael."
"3718",3718,"Numbers",4,3,25,"And the charge of the sonnes of Gershon in the Tabernacle of the Congregation shall be the Tabernacle, and the pauilion, the couering thereof, and the vaile of the dore of the Tabernacle of the Congregation,"
"3719",3719,"Numbers",4,3,26,"And the hanging of the court, & the vaile of the doore of the court, which is neere the Tabernacle, and neere ye Altar round about, and the cordes of it for all the seruice thereof."
"3720",3720,"Numbers",4,3,27,"And of Kohath came the familie of the Amramites, and the familie of the Izeharites, and the familie of the Hebronites, and the familie of the Vzzielites: these are the families of the Kohathites."
"3721",3721,"Numbers",4,3,28,"The nomber of all the males from a moneth olde and aboue was eight thousand and sixe hundreth, hauing the charge of the Sanctuarie."
"3722",3722,"Numbers",4,3,29,"The families of the sonnes of Kohath shall pitch on the Southside of the Tabernacle."
"3723",3723,"Numbers",4,3,30,"The captaine and auncient of the house, & families of the Kohathites shall be Elizaphan the sonne of Vzziel:"
"3724",3724,"Numbers",4,3,31,"And their charge shalbe the Arke, and the Table, & the Candlesticke, & the altars, and the instruments of the Sanctuarie that they minister with, and the vaile, and all that serueth thereto."
"3725",3725,"Numbers",4,3,32,"And Eleazar the sonne of Aaron the Priest shalbe chiefe captaine of the Leuites, hauing the ouersight of them that haue the charge of the Sanctuarie."
"3726",3726,"Numbers",4,3,33,"Of Merari came the familie of the Mahlites, and the familie of the Mushites: these are the families of Merari."
"3727",3727,"Numbers",4,3,34,"And the summe of them, according to the nomber of all the males, from a moneth olde and aboue was sixe thousand and two hundreth."
"3728",3728,"Numbers",4,3,35,"The captaine and the ancient of the house of the families of Merari shalbe Zuriel the sonne of Abihail: they shall pitche on the Northside of the Tabernacle."
"3729",3729,"Numbers",4,3,36,"And in ye charge and custodie of the sonnes of Merari shall be the boardes of the Tabernacle, and the barres thereof, and his pillars, and his sockets, and al the instruments therof, and al that serueth thereto,"
"3730",3730,"Numbers",4,3,37,"With the pillars of the court round about, with their sockets, and their pins & their coardes."
"3731",3731,"Numbers",4,3,38,"Also on the forefront of the Tabernacle toward the East, before the Tabernacle, I say, of the Congregation Eastwarde shal Moses and Aaron and his sonnes pitch, hauing the charge of the Sanctuarie, and the charge of the children of Israel: but the stranger that commeth neere, shall be slayne."
"3732",3732,"Numbers",4,3,39,"The wholesumme of ye Leuites, which Moses and Aaron nombred at the commaundement of the Lord throughout their families, euen al the males from a moneth olde & aboue, was two and twentie thousand."
"3733",3733,"Numbers",4,3,40,"And the Lord said vnto Moses, Nomber all the first borne that are Males among the children of Israel, from a moneth old and aboue, and take the nomber of their names."
"3734",3734,"Numbers",4,3,41,"And thou shalt take ye Leuites to me for all the first borne of the children of Israel (I am the Lorde) and the cattell of the Leuites for all the first borne of the cattell of the children of Israel."
"3735",3735,"Numbers",4,3,42,"And Moses nombred, as the Lord commanded him, all the first borne of the children of Israel."
"3736",3736,"Numbers",4,3,43,"And all the first borne males rehearsed by name (from a moneth olde and aboue) according to their nomber were two & twentie thousand, two hundreth seuentie and three."
"3737",3737,"Numbers",4,3,44,"And the Lord spake vnto Moses, saying,"
"3738",3738,"Numbers",4,3,45,"Take the Leuites for all the first borne of the children of Israel, and the cattell of the Leuites for their cattel, and the Leuites shalbe mine, (I am the Lord)"
"3739",3739,"Numbers",4,3,46,"And for the redeeming of the two hundreth seuentie and three, (which are moe then the Leuites) of the first borne of the children of of Israel,"
"3740",3740,"Numbers",4,3,47,"Thou shalt also take fiue shekels for euery person: after the weight of the Sanctuarie shalt thou take it: ye shekel conteineth twenty gerahs."
"3741",3741,"Numbers",4,3,48,"And thou shalt giue the money, wherwith the odde nomber of them is redeemed, vnto Aaron and to his sonnes."
"3742",3742,"Numbers",4,3,49,"Thus Moses tooke the redemption of the that were redeemed, being mo then the Leuites:"
"3743",3743,"Numbers",4,3,50,"Of the first borne of the children of Israel tooke he the mony: eue a thousand three hundreth three score and fiue shekels after the shekel of the Sanctuarie."
"3744",3744,"Numbers",4,3,51,"And Moses gaue the money of them that were redeemed, vnto Aaron and to his sonnes according to the word of the Lord, as the Lord had commanded Moses."
"3745",3745,"Numbers",4,4,1,"And the Lorde spake vnto Moses, and to Aaron, saying,"
"3746",3746,"Numbers",4,4,2,"Take the summe of the sonnes of Kohath fro among the sonnes of Leui, after their families, and houses of their fathers,"
"3747",3747,"Numbers",4,4,3,"From thirtie yeere olde and aboue, euen vntill fiftie yeere olde, all that enter into the assemblie to do the worke in the Tabernacle of the Congregation."
"3748",3748,"Numbers",4,4,4,"This shall be the office of the sonnes of Kohath in the Tabernacle of the Congregatìon about the Holiest of all."
"3749",3749,"Numbers",4,4,5,"When the hoste remoueth, then Aaron and his sonnes shall come and take downe the couering vaile, and shall couer the Arke of the Testimonie therewith."
"3750",3750,"Numbers",4,4,6,"And they shall put thereon a couering of badgers skinnes, and shall spread vpon it a cloth altogether of blewe silke, and put to the barres thereof:"
"3751",3751,"Numbers",4,4,7,"And vpon ye table of shew bread they shall spread a cloth of blewe silke, and put thereon the dishes, and the incense cups, and goblets, and couerings to couer it with, and the bread shall be thereon continually:"
"3752",3752,"Numbers",4,4,8,"And they shal spread vpon them a couering of skarlet, and couer the same with a couering of badgers skinnes, and put to the barres thereof."
"3753",3753,"Numbers",4,4,9,"Then they shall take a cloth of blewe silke, and couer the candlesticke of light with his lampes and his snuffers, and his snuffedishes, and al the oyle vessels thereof, which they occupie about it."
"3754",3754,"Numbers",4,4,10,"So they shal put it, and all the instruments thereof in a couering of badgers skinnes, and put it vpon the barres."
"3755",3755,"Numbers",4,4,11,"Also vpon the golden altar they shall spread a cloth of blewe silke, and couer it with a couering of badgers skinnes, & put to the barres thereof."
"3756",3756,"Numbers",4,4,12,"And they shall take all the instruments of the ministerie wherewith they minister in the Sanctuarie, and put them in a cloth of blew silke, & couer the with a couering of badgers skinnes, and put them on the barres."
"3757",3757,"Numbers",4,4,13,"Also they shall take away the ashes from the altar, and spread a purple cloth vpon it,"
"3758",3758,"Numbers",4,4,14,"And shall put vpon it all the instruments thereof, which they occupie about it: the censers, the fleshhookes and the besomes, & the basens, euen al the instruments of the altar and they shal spread vpon it a couering of badgers skinnes, and put to the barres of it."
"3759",3759,"Numbers",4,4,15,"And when Aaron and his sonnes haue made an ende of couering the Sanctuarie, and al the instruments of the Sanctuarie, at the remouing of the host, afterward the sonnes of Kohath shall come to beare it, but they shall not touch any holy thing, lest they dye. This is the charge of the sonnes of Kohath in the Tabernacle of the Congregation."
