ID,Sentence
19425,There longe with myght / to dure yt hepe is hyght.
19426,Saxon small stones / set vpon grete ben at ones.
19427,There vnder grounde / lotynge double voute is foūde.
19428,That helpeth wt sondes many men of westerne londes.
19429,Fysshe flesshe and corne lowe / this Cite towne hath ynowe.
19430,Shyppes & chaffare / see water brȳgeth ynough thare.
19431,Godestal there is / that was Emperour or this.
19432,And forth Henry kynge / erthe is there dwellynge.
19433,Of kynge Haralde / powder is there yet y halde.
19434,Bachus and Mer∣curius / Mars and Venus.
19435,Also Lauer∣na / Protheus and Pluto / regne there in the towne.
19436,God wote what this is to mene / but poetes in theyr ma∣ner speche fayne as though euery kynde crafte & lyuynge had a dyuers god eue∣ryche from other.
19437,And so they fayned a god of batayle & of fyghtyng & called hȳ Mars / and a god of couetyse & richesse & marchaūdyse / & called hym Mercurius And so Bachus is called god of wyne.
19438,Ʋenus goodesse of loue & beaute.
19439,Lauer ua god of theire & of robbery.
19440,Protheus god of falshede & of gyle / & Pluto god of hell.
19441,And so it semeth that these verses wolde mene that these foresayd goddes regne & ben serued in Chestre.
19442,Mars wt fyghtyng & cockynge.
19443,Mercurius with couetyse & rychesse.
19444,Bachus with grete drȳkyng.
19445,Venus wt loue lewdly.
19446,Lauer∣na wt thefre & robbery.
19447,Procheus wt fais∣hede & gyle.
19448,Thā is Pluto not vnserued that is god of hell.
19449,¶ R. There Babylon lore / more myght hath trouth the more.
19450,¶ Of prouynces and Shyres.
19451,TAke hede that Englonde contey∣neth .xxxij.
19452,shyres & prouynces / yt now ben called erledomes / reserued Cor∣newayle & yt ylonde.
19453,These ben the names of yt erledomes & shires.
19454,Kent Southsex / Sothery / Namshyre / Barok shyre that hath his name of a bare oke yt is in the forest at wyndsore / for at yt bare oke men of that shyre were wōt to come togyder and make theyr treatyes / and there take coūseyle & aduyse.
19455,Also Wyl∣shyre that hight somtyme the prouynce of Semerā / Somerset / Dorset / Deuen shyre / that now is called Deuonia in la∣tyn.
19456,south shyres the Tamyse departeth frō the other dele of Englonde which were somtyme gouerned & ruled by the westsaxons lawe.
19457,Eestsex / Myd∣delsex / Southsex / Northfolke / Herford shyre / Huntyngdon shyre / Northamton shyre / Cambrydge shyre / Bedfordshyre / Bokȳgham shyre / Leycestre shyre / Der by shyre / Notyngham shyre / Lyncolne shyre / Yorkeshyre / Durham shyre / Nor∣thumberlonde / Caerleylshyre / wt Cum∣berlonde / Appelbyshyre / with Westmer londe / Lancastre shyre that conteyncth fyue lytell shyres.
19458,North and Eest shyres were somtyme gouerned & ruled by the lawe called Mercia in latyn & Marchene lawe in Englysshe.
19459,It is to wyte that Yorke shyre stretcheth from yt ryuer of Humber vnto yt ryuer of Teyse And yet in Yorke shyre ben .xxij.
19460,hondre∣des / hondred & candrede is all one.
19461,Can∣drede is one worde made of walssue and Irysshe / & is to menynge a coūtree that conteyneth an hondred townes / & is also in Englysshe called wepentake / for som∣tyme in the comynge of a newe lorde te∣naūtes were wont to yelde vp theyr we∣pen in stede of homage.
19462,Durhamshyre stretcheth frō the ryuer of Teyse vnto yt riuer of Tyne.
19463,And for to speke properly of Northumberlond it stretcheth fro the ryuer of unto the ryuer of Tode That is in ye begynnyngs of ScotlondeTha y y• cotree of Northmberlonde that was somtyme from umber unto Twee be now accounted for one shyre & one / as it was yine.
19464,Than ben in Englond but .xxii.
19465,shyres / but yf the countre of Northumberionde be de∣parted in to .vi.
19466,shyres yt ben Euerwyke shyre / Durhamshyre / Norchumberlōde Cuerleilshyre / Appelbyshyre / Laucastre shyre / than ben in englōde .xxxvi.
19467,shyres without Cornewayle / & also without yt ylondes.
19468,Kynge William made all these prouynces and shyres to be descryued & meue.
19469,Than were foūden .xxxvi.
19470,shyres and halfe a shyre.
19471,M. and soure score.
19472,Parysshe churches .xivi.
19473,knyghtes fees .ixxv.
19474,thousan∣de / wherof men of religyon haue .xxvij.
19475,thousande and .xv.
19476,But now the wodes ben hewen towne and the londe newe tylled / and made moche more than was at that tyme / and many townes & vyllages buyiden / & so there be many moo vyllages & now than were at that tyme.
19477,And where as afore is wryten that Cornewayle is not fet amonge the shyres of Englonde / it may stande amonge them well ynough for it is neyther in wales nor in Scot∣londe / but it is in Englonde / & it loyneth vnto Deuenshyre / & so may there be ac∣counted in Englonde .xxxvii.
19478,shyres and an hath with the other shyles.
19479,¶ Oelegibus legum vocabulis.
19480,OVnwall that hight Moina{us} also made fyrste aes in Bry∣tayne / ye whiche is lawes / & were vnto Willyam Conques his that lede men therto / and powe men so∣lowes sholde haue preuylege & fredome for to saue all men that wolde flee therto for sorour and refuge.
19481,Than afterward Mercia quene of Brytous yt was Gwyl telinus wyfe / of her the prouynce had yt name of Mercia as some men suppose.
19482,She made a lawe full of wytte & reason and was called Merchene lawe.
19483,¶ Gyis das that wrote the Cronyeles and hysto ryes of the Brytons / turned these two lawes out of Brytons speche in to laryn.
19484,And afterward kynge Aluredus turned all out of latyn in to Saxons speche / and was called Merchene lawe.
19485,Also yt same kynge Aluredus wrote in Englysshe / & put to another lawe yt hyght westsaron lawe.
19486,Than afterwarde Danis were lordes in this londe / & so came forth the thyrde lawe that hyght Dane lawe.
19487,Of these threlawes saynt Edward yt thyrd made one comyn lawe / that yet is called saynt Edwardes lawe.
19488,I holde it will done to wryte & expowne many termes of these lawes.
19489,Myndebruch hurtyng of honour & worshyp.
19490,In irenssbe blescur de honnour.
19491,Burbruck in frenside dies∣chur de tourt ou de cioys.
19492,Grithburche brekyng of peas.
19493,Mylkennynge chaun∣gynge of speche in courte.
19494,Sbewynge set tynge forth of marchaundyse.
19495,Ham∣sokne or Hamfare a rere made in hous / forstallynge wronge or bette downe in yt kynges hye waye.
19496,Frith soken surete in defēce.
19497,Soka sure of court and therof cometh Soken.
19498,Theam sure of bondmen fyghrynge wytee.
19499,Amerse∣ment for fyghtyng.
19500,∣sement for shedynge of blode.
19501,Flyt amendes for sheoyng of blode.
19502,Leyr wyt amendes for lyenge by a boud woman.
19503,yere amendes for trespace.
19504,Scoe a gaderynge to werke of bayllyes.
19505,Ny∣dage tayllage for dydes of londe.
19506,Danes sholde tayllage gyuen to yt Dauts that was euery bona taterre.
19507,That is euery exe londe thre pens.
19508,A wepentake and an hondred is all one / for the countree of townes were wonte to gyue vp wepen in the comynge of a lorde.
19509,Lestage custo∣me chalenged in chepynges fames / and stallage / custome for standyng in stretes in fayre tyme.
19510,¶ Of kyngdomes / of boundes and markes bytwene them.
19511,THe kyngdome of Brytayne stode without departynge hole and all one kyngdome to the Brytons / from the fyrst Brute vnto Julius Cezars tyme / and fro Julius Cezars tyme vnto Se∣uerus tyme this londe was vnder try∣bute to yt Romayns.
19512,Neuerthelesse kyn∣ges they had of yt same londe frō Seue∣rus vnto the last prynce Gracian succes∣sours of Brytayn fayled / and Romayns regned in Brytayn.
19513,Afterwarde the Ro∣mayns lefte of theyr regnynge in Bry∣tayne / bycause it was fetre from Rome and for grete besynes that they had on yt other syde.
19514,Than Scottes and Pietes by mysledynge of Maximus the tyraūt pursued Brytayn / & warred there with grete strengthe of men of armes longe tyme / vnto the tyme that the Saxons came at the prayenge of the Brytons a∣gaynst the Pictes / & put out Gurmond the Irysshe kyng with his Pictes / and the Brytons also with theyr kynge that hight Careticus / and droue them out of Englond into Wales.
19515,And so yt Saxons were vyctoryous / & euery prouynce af∣ter his strength made hym a kyng.
19516,And so departed Englonde in to seuen kyng∣domes.
19517,Neuerthelesse afterwarde these seuē kyngdomes euerychone after other all in to one kyngdome.
19518,All hole vn the prynce Adelstoue.
19519,Neuerthelesse nes pursued this londe fro Adei∣ tyme that was Alurents fader vnto the thy abouts au .C .lxx.
19520,lly therin .xxil.
19521,re And after hym Haralde hlde the kyng∣dome .ix.
19522,Nor mans haue regned vnto this tyme / but how longe they shall regue he to whome no thynge is vnknowen.
19523,¶ Of yt foresayd seuen kyngdomes & theyr markes mares & boundes / whan they began / & how longe they endured / here shall I somwhat shortly tell.
19524,The fyrst kyngdome was yt kyngdome of Kent / yt stretcheth fro the eest Occean vnto yt ryuer of Tamyse.
19525,There regned the fyrst Engystes / & began to regne by the accountynge of Dionyse the yere of our lorde A .C .lv.
19526,that kyngdome dured iii .C .lviij.
19527,kinges / vnto yt tyme that kynge Baldrede was put out / and Egbert kynge of westsaxon ioyned that kyngdom to his owne.
19528,The second kyng dome was at Southsaxon / that had in the eest syde kent / in the south the see & the yle of wyght / in the west Hamshyre & in the north sothery / there Ella regned fyrst wt his thre sones / & began to regne the yere after the comynge of yt Angles euen .xxx.
19529,But that kyngdome within shorte tyme passed in to the other kyng∣domes.
19530,The thyrde kyngdome was of Eestsaxon / & bad in the eest syde the see / in the west the coūtree of London / in the fouth Temse / & in yt north Southfolke.
19531,The kynges of this coū of westsaron fro the first Sebertes tyme vnto yt tyme of the Danes were .x.
19532,kynges / the whi∣che were subgecte somdele to other kyn∣ges.
19533,Neuerthelesse ot est & longest they were vnder the kynges of Merci / & to the tyme y• Egbert the kynge of west∣saxon ioyned y• kyngdome was to his owne.
19534,The fourth kyngdome was of Eest gles / & conteyneth Northfolke & South folke / and hath in the east syde and in the north syde the see / & in y• north west Cam bridge shyre / in y• west saynt Comondes dyche & Herfordshyre / & in y• south Essex.
19535,And this kyngdom duted vnder twelue kynges / vnto the tyme y• kyng Edmond was slayne.
19536,And than the Danes toke wrongfully both the kyngdomes of eest Angles and of eest Saxon.
19537,Afterwarde the Danes were put out and dryuena∣waye / or made subgecte.
19538,And than the elder kynge Edwarde ioyned bothe the kȳgdomes to his orane.
19539,The fyfth kyng dome was of westsaxon / & dured longest of all these kyngdomes / & had in the eest syde fouthsaxon / in the north Tamyse / in the south & in the west the see Occean In that kyngdome regned Serdryk wt his sone Kenryke / & began to regne the yere of our lorde god .v .C.
19540,and than after the comynge of Angles .lxxi.
19541,so sayth Denys the other kyngdomes passed in to this kyngdome.
19542,The syxth kyngdome was of Mercia / & was gre∣test of all.
19543,The markes & the meres ther of were in the west syde of the ryuer De faste by Chestre / and Seuarne faste by Shrowesbury vnto Brystowe / in y• eest the eest see / in the south Tamyse vnto London / in the north the ryuer of Hum∣ber / and so westwarde and downwarde vnto the riuer Mersee vnto the corner of wyrhall / there Number falleth in to the west see.
19544,Penda Wyvves sone regned fyrst in this kyngdome in the yere of our lorde Jesu Chryst .vi.
19545,soo sayth Denys / and fro the comynge of Angles an hondred .lxxv.
19546,This kyngdome dured vnder .xviii.
19547,kynges aboute two hondred .lxiij.
19548,yere / vnto y• last Colwulfe the Danes vetoke y• kyngdome to kept whan Burdred the kyng was put out / but the elder Edward the kyng put out the Danes / and ioyned the kyngdom of Mercia to his owne kyngdome.
19549,Neuer∣thelesse at the begyunynge this kyng∣dome of Mercia was departed in to thre In west Mercia / in myddell Mercia / & eest Mercia.
19550,kyngdome was Northamhymbro{rum} / yt is the kyngdome of Northumberionde / the meres & mar∣kes therof were by west & by cest the see of Occean / by south yt tyuer of Humber / and so downward toward the west by yt ende of the shyres of Notyngham and of Derby vnto the ryuer of Merses / and by north the Scottes see / that hyght forth in Scottes / weres in Britysshe / y• Scot tysshe see in Englysshe.
19551,This kyngdom of Northumberlonde was fyrst deied in two prouynces.
19552,That one was y• south syde & hyght Deyra / & that other was y• north syde & hyght Brenicia / as it were two kyngdomes / & the ryuer departed these two kyngdomes that tyme / for the kyngdome of Deyra was from y• ryuer of Humber vnto the ryuer of Tyne.
19553,The kyngdome of Brenicia was fro Tyne to the Scottysshe see.
19554,And whan Pirres dwelled there as Beda sayth li .iij.
19555,That Ninian y• holy man cōuetted men of the south syde.
19556,Ida the kynge regned there fyrst / & began to regne the yere of our lorde .v .C.
19557,In Deyra regned kyng Elle the yere of our lorde .v.
19558,These two kyngdo∣mes were other whyle (as it is sayd) de∣parted bytwene two kinges / & somtyme all hole vnder one kyng / and dured as it were .xx.
19559,Englysshe kynges .CCC .xxi.
19560,At y• last Osbartus and Elle were slayne in the .ix.
19561,yere of theyr kyngdome the Danes slewe them / & Northumber∣londe was voyde wtout kynge .viii.
19562,yere Than afterwarde the Danes regned in Northumberlonde .xxxvi.
19563,yere / vnto the onynge of y• kyngdome.
19564,Adeistone made subgecte the kynges / Danes / scottysshe & walsshe / & regned fyrst alone in Eng∣longe / & helde y• kyngdome of Englonde all hole and all one kyngdome / that was the yere of our lorde.
19565,viij .C .xxviij.
19566,That tyuer of Meree was somtyme marke & mere bytwene the kyngdome of Mercia and the kyngdome of Northumberlond that may be shewed in two maners / first by this properte of this Mersee / that is as moche to saye as a see y• is a boūde & a mere / for it departeth one kyngdome frō an other.
19567,Also it is wryten in Cronycles of Henry & Alfrede y• kyng Edward y• el∣der fastned a castell at Mācestre in Nor∣thumberlond / but y• cite Mācestre is fro the tyuer of Mersee scarsely thre myle.
19568,¶ Of bysshopryches and of theyr sees.
19569,IVrius was the fyrst kyng chry∣stened of y• Brytons / in his tyme were thre archebysshoppes sees in Bry∣tayne / oue was at London / an other at yorke / & the thyrde at Cacrusk the cite of Legyōs in Glamorgan / that cite is now called Caerleon.
19570,To these archebisshops sees were subgete .xxviij.
19571,bysshops / & were called Flammes.
19572,To the archebys∣shops see of Londō was subgecte Corne wayle & all myddell Englōde vnto Hum¦ber.
19573,To yorke all Northumberlonde frō the bowe of Humber with all Scotlōde.
19574,To Caerleon all Wales / there were in wales .vij.
19575,bisshops / & now ben but .iiij.
19576,Tho Seuarne departed Englonde and Wales.
19577,But in the Saxons tyme / though saynt Grego¦ry had granted London the preuilege of the archebysshops see / neuertheles saint Austyn that was sent in to Englonde by saynt Gregory turned y• archebysshops e out of London in to Caūterbury.
19578,Af∣ter saynt Gregoryes days at y• prayer of kyng Ethebryght & citezyns & burgey∣ses of cauterbury / there y• archebisshops see hath vnto now / saue that in y• tyme Offa kyng of Mercia was men of Caunterbury / & bena them y• worship / & worshypped Adulphe bisshop of Lychfeld wt the archbisshops pall by assent of Adrian y• pope vpon case by gyftes sent.
19579,Neuertheles vnder Ke∣nulphe y• kyng it was restored to Caun∣terbury agayn.
19580,The worshyp of y• see of yorke hath dured there alway & yet du∣reth / though Scotlond be withdrawen fro his subgeccion by passynge of tyme.
19581,in it inere li .j.
19582,The archebisshops see was turned out of Caerleon i to Me∣neuia / that is in y• west syde of Demii vpon the Irysshe see in saynt Dauyds tyme vnder kynge Arthur.
19583,From saynt Dauyds tyme vnto Sampsons tyme were in Meneuia .xxiij.
19584,Afterward fell a pestylence in all Wales of y• yelowe euyll / y• is called the Iaūdys And thā Sampson y• archebysshop toke with hym y• pall & went in to Brytayne Armonica y• lesse Brytayn / & was there bisshop of Dolensis / from y• tyme vnto y• fyrst Hentyes tyme kynge of Englonde were at Meneuia whiche is called saint Dauids .xxi.
19585,bysshops all without pall / whether it were for vncunnynge or for pouerte.
19586,Neuertheles alway fro y• tyme the bysshops of Wales were satted of y• bysshop of Meneuia of saynt Duyds / & the bysshop of Meneuia was sacred of y• bysshops of Wales as of his suffrigans & made no {pro}fessyon ne subgecciō to none other chirche.
19587,Other bysshops y• came afterwarde were sacred at Caūterbury by cōpellyng & hest of y• kynge / in token of y• sacrynge & subgeccyon / Boniface ar¦chebysshop of Caūterbury y• was legate of the Crosse songe in euery Cathedrall chirche of Wales solempnely.
19588,Amas he was y• fyrst archbisshop of Caūterbury that so did in Wales / & that was done in the second Henryes tyme.
19589,But now ben but two prymates in all Englonde / of Caunterbury & of Yorke.
19590,To the pry∣mate of Caunterbury ben subgecte .xiij.
19591,bysshops in Englonde and .iiij.
19592,in wales The prymate of yorke hath but two suf frigans in Englonde / y• ben y• bisshops of Caeryl & of Durham.
19593,Of all these sees and chaungynge of theyr places I shall shewe you here folowyng.
19594,Take hede in the begyunynge of holy chirche in Eng∣lōde bysshops ordeyned theyr sees ī lowe places & symple y• were ounable for cō templacyon / for prayers & deuocyō.
19595,But in Willyam conquerours tyme by dome of lawe canon it was ordeyned that bys∣shops come out of small townes in to grete tees / therfore was y• see of Dor chestre haūged to Lyncolne.
19596,Lychfelde to Chestre.
19597,Tetford to Norwiche.
19598,Shyr borne to Salysbury.
19599,Welles to Bathe.
19600,Cornewayle to Excestre / and Selesey to Chychestre.
19601,The bysshop of Rochestre hath no parysshe / but he is the archebys¦shops chapelayn of Caūterbury.
19602,Sith y• see of Caerbury was first ordeyned by saȳt Austin / it chaūged yet neuer his pla¦ce.
19603,Chichestre hath vnder hȳ onely Sus∣sex & y• yle of wyght / & had his see first in Selesey in the tyme of the archebysshop Theodore / & y• see dured there .ccc .xxxiii.
19604,bysshops fro y• fyrst Wil∣frede vnto y• last Stygande at y• cōmaū∣dement of kynge Wyllyam conquerour chaūged y• see fro Selesey to Chichestre.
19605,¶ D episcopis occidētalib{us}.
19606,Wilhelm{us} HAue mynde that all y• prouynce of westsaxon had alway one bisshop fro y• begȳnynge vnto Theodorus tyme by graūt of king I kyng of westsaxon the fyrst Birinus ordyned a see at Dor∣chestre that is a symple towne by south Oxforde besyde Walyngford bytwene y• metynge togyder of emse and Came.
19607,Whan Birinus was deed / kenwaltus the kynge ordeyned a see at Wynchestre as his aber had putposed / there Agyl∣bert a Fresshman was fyrst bysshop of all the prouince of westsaxon / fro y• tyme thecite & the see of Dorchestre peyned to the {pro}uynce of Mercia / y• cite standeth within Temse / & the Temse departeth bytwene Mercia & westsaxon.
19608,After that Agilbert was put out of Wynchestre / y• tho hyght Wynton / than was there an Englysshe bysshop y• was calle Wyne.
19609,Some men suppose y• this cite hath the name of this Wyne / and is called Wyn∣chestre / as it were wyne cite.
19610,At y• last he was put out / & after hym came Leuthe∣rius y• foresayd Agberts neuewe.
19611,After Leuthert{us} Hedda a whyle was bysshop there / whan he was deed Theodorus y• archebysshop ordeyned two bysshops to the {pro}uince of westsaxon.
19612,D at wyn¦chestre / to hȳ were subgect two coūts Southery & Southamshyre / & to hym were subgecte .vi.
19613,oūtrees / Barkshyre / wylshyre / Somerset / Dorsetshyre / D uenshyre & Cornewayle.
19614,It semeth by this that westsaxon cōyned Southery / Southamshyre / Dorshy¦re / Deuenshyre / & Cornewayle.
19615,Afterward in elder Edwardes tyme to these two sees were ordeyned by com∣maūdemēt of Formosus y• pope .iij.
19616,other sees / at welles for Somerset / at kyrton for Deuenshyre / & at saynt Germayn for Cornewayle.
19617,Not longe afterwarde the syxth see was set at bury for wyl¦shyre.
19618,At y• last by cōmandement of kyng Willyam conquerour all these sees (sau wynchestre) were turned & chaūged out of small townes in to grete Cytees / for Shyrborne and Kammesbury were tur¦ned in to Salysbury.
19619,Now to that see is subgecte Barkshyre / wylshyre & Dorset The see of welles was turned to Bathe therto is now subgecte all Somers.
19620,The sees of Kyrton and of Cornewayle chaūged to Excestre / therto is sub∣ & Cornewayle.
19621,¶ De orientalibus episcopis.
19622,IT it knowen that the erst Saxons alway fro the begyunynge to now were subgecte to the bysshop of London But y• prouynce of st Angles that con∣teyneth Norfolke and Suffolke had one bysshop at Donwyk / the bysshop hyght Felix / & was of Bugoyne / & was bys∣shop .xvij.
19623,After hȳ Thomas was bysshop .v.
19624,yere / after hȳ Boniface.
19625,Than Bysy afterward was ordey¦ned by Theodorus / & ruled the prouynce whyle he might endure by hȳselfe alone After hym vnto Egbertes tyme kynge of Westsaxon an .C .xliij.
19626,two bysshops ruled that prouynce / one at Donwyk / & an other at Elyngham.
19627,Neuertheles af∣ter Ludecans tyme king of Mercia lefte and was onely one see at Elyngham vn¦to the fyfth yere of William conquerour whan Herfastus the▪ xxiij.
19628,bisshop of the estrene chaūged his see to Tetford / and his successour Herbertus chaunged the see fro Tetford to Norwytche / by y• leue of kynge Wyllyam the reed.
19629,The see of Ely that is nygh therto the fyrst kynge Henry ordeyned the .ix.
19630,yere of his regne and made subgecte therto Cambrydge shyre / that was tofore a parte of the by¦shopryche of Lyncolne / and for uytyng therof he gaue to y• bysshop of Lyncolne a good towne called Spaldynge.
19631,¶ De episcopis Mertio{rum}.
19632,HEre take hede y• as the kyngdome of Mercia was alway gretest for the tyme / so it was deled in moo bysshop tyches / and specyally by grete herte by kynge Offa / whiche was .xl.
19633,yere kyng of Mercia / he chaūged y• achebysshops see fro Caunterbury to Lythfelde by as∣st of Adryan the pept.
19634,Than th pro∣ of Mercia and of Lindeat in the first begynnynge of theyr in kynge wulfrans tyme had one bys∣shop of Lychfelde / the fyrst bysshop that was there hyght Dwyn / the seconde hight Celath / & were bothe Scottes / af¦ter them y• thyrde Trumphere / y• fourth Iarmuanus / the fyfth Chedde.
19635,But in Edelfredes tyme that was Wulfrans broder whan Chedde was deed / Theo∣dorus the archebysshop ordeyned there wynfrede Cheddes deken.
19636,Neuertheles apud Hyndon after that for he was vn∣buxom in some poynt / he ordeyned there Sexwulf abbot of Medamstede that is named Burgh.
19637,But after Sex wulfes fourth yere / Thus y• archbysshop ordeyned .v.
19638,bysshops in the prouynce of Mercia / & so he ordeyned Bosell at Wor∣cestre / Cudwyn at Lychfelde / y• foresayd Sexwulfe at hestre / Edelwyn at Lyn¦desey at the cite Sidenia: & he to EWord mnke of the abbey of Hylde a whythy and made hym bysshop of Dorchestre e syde Oxford.
19639,tho hyght this Dorch estre Dorkynge / & sh y• sce of y• longed to west∣saxon / in saynt Birynes tyme longed to Mercia frō Thorus y• archebisshops tyme Ethelred kynge of Mercia had de∣stroyed kent / this bysshop Sexwulfe toke Pirtas bysshop of Rochestre y• came out of Kent & made hym fyrst bysshop of Herford.
19640,At y• last whan Sexwulfe was deed Hedda was bisshop of Lychfelde af¦ter h wylfred flemed out of Northū∣berlōd was bisshop of Chestre / neuerthe es after two yere Alfred kȳg of North berloude dyed & wylfred turued agayne to his owne see Hagustalden / & so Hedda helde bothe y• bysshopriches of Lichfelde & Ehestre.
19641,After h came Albyn y• hyght worlso / & after ȳ came thre bysshops.
19642,Tortant Chestre / witta at Lychfelde / & Eata was yet at dorchestre.
19643,A his eth bisshops of Lyndsey held his see .ccc.
19644,iij yere vnto emigi{us} chaūged y• see to Lyn¦coln by leue of y• fyrst king william.
19645,But in ogars tyme bysshop Leofwin{us} wy∣ned bothe bisshopryches togider of Che∣stre & Lyndeffar whyle his lyf endured.
19646,¶ De episcopis Northumbranis.
19647,AT Yorke was one see for all the prouynce of Northumberlode.
19648,Paulmus helde fyrst y• see / & was ordey¦ned of y• bysshop of Caūterbury / & helde that see of Yorke .vii.
19649,Afterwarde whan kyng Edwyn was slayne & thyn∣ges were dystroubled / Paulinus weat awaye thens by water in to Kent from whens he came fyrst / & oke wt hym the pall.
19650,¶ Withel .li .iii.
19651,And so the bysshop ryche of yorke ceased .xxx.
19652,yere / & the vse of y• pall ceased there an .C .xxv.
19653,yere / vn to that Egbert y• bysshop y• was the kyn¦ges broder of y• lōde recouered it by aucto rice of y• pope.
19654,Whan saynt Oswold regned Aydanus a Scatte was bysshop in Brenicia / that is y• north syde of Nor∣thumberloude / after hym Finiau{us} / after hym Salmanus.
19655,vbi s. At y• last he went in to Scotlonde wt grete in∣dignacyon / for wilfred vndertoke hȳ / for he helde vnlawfully eester day .xxx.
19656,yere After y• Pais was gone from thens Wylfrede was made bysshop of yorke.
19657,¶ Beda li .iiii.
19658,But whyle he dwelled lon¦ge in Fraūce about his sacrynge at excy¦tynge of qua / y• were they that helde ster daye the .xiiii.
19659,daye of y• mone.
19660,Chedde was takē out of his abbey of Listynge & wrongfully put out into y• see of york by assent of kyng Oswy.
19661,But thre yere afterward Theoderus y• arche bysshop dyd hym awaye / & assygned by to the uynce of Mercia / & restored wyl frede to y• s yorke.
19662,But after bycause of wrath y• was bytwene hym & y• kyng Egfryde was put out of y• see by Theo∣dorus helpe y• archebysshop / y• was cor∣rupte with some maner mede / this was done after that wilfred had be bysshop of yorke / & Cumbert at Hagustalde chie he / & Eata at Lyndeffat chirche / y• now is called holy ylonde in y• riuer of Twede Aydanus foūde fyrst y• see.
19663,And Theodo rus made Eadhedus bysshop of Repoun that was comen agayn out of Lyndesey Wilfred had bē abbot of Repoun.
19664,Theo∣dorus sente Trunwynus to the londe of Pictes in the endes of Englonde fast by Scotlōde in a place y• hyght Candida a sa / & whyterne also / there saynt Huan a Bryton was fyrst foūder and doctour.
19665,But all these sees outtake yorke fayled lytell lytell / for y• see of Cando caa / y• is Galleway that tho longed to Englōde & dured many yeres vnder .x.
19666,bysshops vnto y• it had no power by destroyenge of the Pictes.
19667,The sees of Hagustaide & of Lyndeffar was somtyme all one vndre ix.
19668,bysshops aboute .lxxxx.
19669,yere / & durrd vnto y• comynge of the Danes.
19670,In that tyme vnder Hyngar & Hubba Ardu the bysshop went longe aboute with sayne Cutbertes body vnto kyng Aluredes ty¦me kynge of westsaxon / & the see of Lyn deffar was set at Kunegestre y• is called Kunyngy sourgh also / that place is cal∣led now Vbbesford vpon wede.
19671,At the last the .xvii.
19672,yere of kyng Egberr kynge Edgars sone / that see was chaunged to Dutham / & saynt Cutbertes body was brought thyder by y• doynge of Edmond the bysshop / & fro y• tyme forwarde y• sees of Hagustalde & Lyndeffar fayled vtter∣ly.
19673,The fyrst kynge Henry in the .ix.
19674,yere of his regne made the newe see at Caer∣leyll.
19675,The arche byssop of Caūterbury hath vnder hym .xiii.
19676,bysshops in Eng∣londe / & .iiii.
19677,in wales / he hath Rochestre vnder hym / & y• see hath vnder by a part in Kent alone.
19678,London hath vnder hym Essex / Myddelsex a halfe Act fordshyre.
19679,Chychestre hath vnder hym Southse / and the yle of wyght.
19680,Wynchestre hath vnder hym Hamshyre & Southery.
19681,Sa¦lysbury hath vnder h Barkshyre / Wyl¦shyre / Dorset.
19682,Exre hath vnder hym Deuenshyre & Cornewayle.
19683,Bothe hath vnder hym Somerletshyre alone.
19684,Wor∣testre hath vnder hym Glocestreshyre / Worcestreshyre / & halfe Warwykshyre.
19685,Herford hath vnder hym Herfordshire & some of Shropshyre.
19686,Chestre is bysshop of Couētre & of Lychfelde / & hath vnder hȳ Chestreshyre / Staffordshyre / Derby¦shyre / halfe Warwykshyre / and some of Shropshyre / & some of Lancastreshyre fro the ryuer of Mersee vnto y• ryuer Ry¦pyll.
19687,Lyncolne hath vnder hym the pro∣uynces y• ben bytwene Temse & Humber that ben the shyres of Lyncolne / of Ley∣cestre / of Northamton / of Hunt yngdon / of Bedford / of Bokyngham / of Oxforde and halfe Herfordshyre.
19688,ly hath vnder hȳ Cambrydgshyre outtake Merlonde.
19689,Norwyche hath vnder hym Merlonde / Norfolk & Suffolk.
19690,Also y• archcbysshop of Caūterbury hath foure suffrigans in wales that ben Landaf / saynt Dauyes Bangor / & saynt aph.
19691,The archebys∣shop of yorke hath now but two bisshops vnder hym / y• is Durham & Caerleyll.
19692,And so ben but two prymates in Englonde / what of them shall do to the other / & in what mener poynt he shal be obedyent & vnder hym / it is fully contey¦ned within about y• yere of our lord god M .lxxij.
19693,tofore y• fyrst kynge Willyam & the bysshops of Englonde by cōmaunde¦ment of y• pope the cause was handled & treated bytwene the foresayd prymates & ordeyned & demed that the prymate of Yorke shal be subgecte to the prymate of Caūterbury in thynges y• lngen to the worship of god & to y• yleue of holy chir¦che / so that in what place so euer it be in Englonde y• the prymate of Caūterbury holde & constrayne to gader a coun¦seyle of clergye the pryate of Yorke is holden wt his suffrygans for to be there & for to be obedyent to y• ordinaunce that there shall be lawfully ordeyned.
19694,Whan the prymate of Caūterbury deed / the prymate of Yorke shall come to Caūter∣bury and wt other bysshops he shal sacre hym y• is chosen / & so wt other bysshops he shall sae his owne prymate.
19695,Yf the prymate of Yorke be deed / his successour shall come vnto y• bysshop of Caunterbu¦ry / & he shall take his ordynaūce of hym & take his othe with possessyon & lawful obedyence.
19696,After aboute the yere of our lorde .xi.
19697,in y• t of kyng Ry¦charde ben reasons set for y• ryght party for eyther prymate / & what one prymate dyd to y• other in tyme of Thurstinus of Thomas and of other bisshops of Yorke from the conquest vnto kynge Henryes tyme y• thyrde.
